time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
0.5400000000000001,-0.3282997910143751,0.4468149566927832,0.0,5.39245048877493,4.036379795076964,0.0,-1.4463526748706705,1.9434274612134042,-5.046416718896215,7.683833440397112,9.194994672022467,0.0,228.21747947385126,454.05879080247354,373.4872455372205,457.3061142389817,1,-27.0
0.5400000000000001,-0.3279646761560407,0.4432164241487739,0.0,5.42772447034376,4.060814297391865,0.0,-1.423998720398646,1.9236268865780113,-5.072454449240566,7.7243640685808685,9.22146749300796,0.0,228.20568716433934,454.25026981135187,372.7857857049089,457.18797146270566,2,-27.0
0.5400000000000001,-0.32816955686573307,0.4404329698665769,0.0,5.436616785889132,4.064944281764241,0.0,-1.4207638473614141,1.915244017502173,-5.073888574689715,7.723433038581169,9.229801136851028,0.0,228.29358624338494,454.11691802459677,372.7531569237123,456.76127645387567,3,-27.0
0.5400000000000001,-0.3283875743936216,0.4431476517413478,0.0,5.436873276977089,4.083829310755949,0.0,-1.4042357975767774,1.9323809812361061,-5.058497785639318,7.73898578023838,9.253272698185043,0.0,227.8061738464742,453.746800911317,373.7344896312455,458.09316019520116,4,-27.0
0.5400000000000001,-0.32805283689172493,0.44349298941302295,0.0,5.441155437864513,4.091267464031976,0.0,-1.3962489360229717,1.9303598624131855,-5.05820685516477,7.745681876207668,9.260216345381878,0.0,227.61069887695976,453.69663062457005,372.92627410519754,458.06380625443825,5,-27.0
0.6000000000000002,0.12819908668334276,0.9413714085315452,0.0,4.761003116979563,0.17401605176939672,0.0,0.5560508839008493,1.371989100693187,-6.536292777032264,8.073873534507547,1.7965277776703723,0.0,297.2723623619835,388.01658565884424,497.70826177925454,565.4139180292282,6,-30.0
0.5400000000000001,-0.3285171734272953,0.44710339030544344,0.0,5.412339840002943,4.050432906102772,0.0,-1.431540914938339,1.94180928218237,-5.0547953290858025,7.719984418839019,9.207980058712463,0.0,228.7732624648733,453.72747855307557,372.81238093025894,457.6426802854697,7,-27.0
0.6600000000000003,-0.2806648089847868,0.5590329216622663,0.0,4.987990091437826,3.7504626863780572,0.0,-0.7914844004939916,1.11275279789349,-4.959533548200396,3.7848231093190687,16.987941664208947,0.0,104.26275344742895,636.6803641417971,150.161356572644,162.22551043128936,8,-33.0
0.6000000000000002,-0.6520075244564468,-0.016095501007176875,0.0,0.9749620572051212,3.8944587851400136,0.0,-1.8114112890505951,-0.47960615812130336,-5.28597612914521,2.113141762047355,15.717086609495858,0.0,212.49676196194434,577.3724257183858,222.38337076035543,246.4651545877582,9,-30.0
0.48000000000000015,-0.21819646936219322,-0.022993724573926982,0.0,0.6840304590540978,5.9652062763175255,0.0,-0.248771096587381,-0.18565447087897488,-4.750336849655982,1.963778973975639,20.528258222245746,0.0,77.03397638811097,708.6353651989574,74.23727397520031,123.35913026866038,10,-24.0
0.48000000000000015,-0.13586230617190023,-0.01239092967732217,0.0,0.4600387526112808,1.8705038407223427,0.0,-0.3604736784282174,0.04985962488358752,-4.527231929296742,1.1478617697032982,22.46453064793536,0.0,16.162030342581946,767.2128821967939,13.37590187871154,36.338238138440225,11,-24.0
0.48000000000000015,-0.11355109263816413,-0.006984661301028986,0.0,0.31182414265953096,5.5517561568946014,0.0,-0.06989975191505242,-0.06264871103235803,-4.800581684296712,0.7591006846535981,17.520529007165592,0.0,26.81746555431844,555.7242214392936,30.706962787396776,47.64970406715618,12,-24.0
0.48000000000000015,-0.0705734752656286,0.00421909330453476,0.0,0.25699193076832394,1.732424146195866,0.0,-0.4745556804727167,0.06097902558771734,-4.300638196793338,0.7612100758037335,10.484412589646709,0.0,202.3908770796688,391.20378531226913,238.21896113339056,245.22147070741198,13,-24.0
0.48000000000000015,-0.16688557355411754,-0.0007685095312582731,0.0,0.2325227561598675,3.5841778564543585,0.0,-0.48498228452032277,-0.002075014166848254,-4.44789345640816,0.5282409688275047,5.0931795629016285,0.0,36.37239641210815,108.2014720125243,50.83728738271068,53.57795408686003,14,-24.0
0.5400000000000001,-0.12073008030998107,0.007303259574692389,0.0,0.41851818046097744,1.9382085960277973,0.0,-0.4638383897845622,0.003173410611440321,-4.806298180983251,1.0274891171335994,3.2543777116258394,0.0,94.18644996485006,101.1240763878775,105.40710023519274,116.0719240448927,15,-27.0
0.5400000000000001,-0.03416346290383428,0.01649507229357046,0.0,0.6419651173549923,0.8377892993652116,0.0,-0.21265971463617,0.09130202601903803,-4.71385832494619,1.9487400798316574,1.8030426714437864,0.0,146.9361252819958,133.43088333992154,146.8934413216315,191.11744147602602,16,-27.0
0.48000000000000015,-0.005782172179901572,0.009825601274097373,0.0,0.7035126621510823,0.33919865643587777,0.0,-0.04693658759523031,0.07259530664434413,-4.3272076390279866,2.548049215444067,1.1547530133000552,0.0,111.31420558663945,132.88887742752033,118.17385501594669,208.99954840300342,17,-24.0
0.48000000000000015,-0.0022327487661642624,0.016395207076857342,0.0,1.2317430219387857,0.16587054163175008,0.0,-0.018012008240187678,0.10907391195955532,-4.384934321376489,3.819765330274322,0.6198768833210057,0.0,51.91284213221199,83.60685356446783,65.19428878703357,208.7958649765583,18,-24.0
0.48000000000000015,-0.000992815883682108,0.05784394326985028,0.0,2.3402906065346993,0.05153729214241487,0.0,-0.006214767978287133,0.27407819974605996,-4.414643600402689,5.376764270225303,0.15600416329703357,0.0,6.771173686212048,19.492992079338006,14.55177294029127,208.89307655685397,19,-24.0
0.48000000000000015,-0.0001314646678481686,0.10157478119013245,0.0,3.699226035273341,0.011863513757878863,0.0,5.310089099516926e-05,0.2942357223533563,-4.529992345047799,4.934049774819491,0.028142816665565652,0.0,1.0688826657710788,1.783159772842291,2.883238645810753,91.6038824279124,20,-24.0
0.48000000000000015,-7.791283000218175e-05,0.045162541691986614,0.0,2.0987397711187796,0.014117054134044515,0.0,-0.0002447395512773796,0.1376621464183654,-4.443266276401103,3.134826247279516,0.049004292822578184,0.0,8.786918968937023,19.73936783099587,24.69970548960806,53.572288303053014,21,-24.0
0.48000000000000015,-0.00011787455635335247,0.0013802188613465138,0.0,0.22814164131298664,0.03382907281728098,0.0,-0.0018936771876236773,0.015265098468185237,-4.559715642578144,0.2548809835882656,0.1956780317987548,0.0,119.51315994378959,131.42033833309455,215.31015065631493,178.5902732505341,22,-24.0
0.48000000000000015,3.613502228937564e-05,0.0003746095965916437,0.0,6.247229967901031,0.003365029827599564,0.0,0.0004023603733039858,0.004198929362446295,-4.861973565129916,-0.08415720055483855,0.00762600946232439,0.0,-0.2045669149625804,-0.22298426501015606,1.9890408038205791,-0.4984241080669888,23,-24.0
0.48000000000000015,-0.0002099393913928339,0.009720594158541178,0.0,6.2233674745513765,0.010087336789887047,0.0,-0.002430086833137462,0.0625439469916676,-4.057085674057996,-8.046162316087255,0.06960147401740284,0.0,105.6317958125388,113.22070344446774,408.47146370631503,155.4750139943045,24,-24.0
0.48000000000000015,-0.00016964788055453224,0.2593702550157582,0.0,1.9885781334487174,0.001977759775981802,0.0,-0.001475944217017233,1.2760933049522938,-5.173785170024818,-16.64812780877497,0.005985040244967016,0.0,2.3593964269946044,6.655073936130822,607.083354360148,9.842405347034205,25,-24.0
0.5400000000000001,-0.00043699333819264993,0.31107997464512116,0.0,1.6796131565481787,0.0011676134814031514,0.0,-0.0028255091144496302,0.6774530426317806,-5.190515856033108,-27.880680164651697,0.002564104843738909,0.0,0.3235865014068904,0.06669787606645003,877.20666519806,1.8735521699287485,26,-27.0
0.5400000000000001,-0.00015535301832564677,-0.40669147672536515,0.0,3.9912418073214546,0.0004203310130961313,0.0,-0.0009597607003311268,-1.4895556041282256,-4.486141223400564,-28.25045861807127,0.0017277979067633373,0.0,-0.211829955027121,-0.1529069932075135,897.2096220179204,1.4966996681475293,27,-27.0
0.6000000000000002,-0.0001559182350312018,-0.09773589537903851,0.0,3.4044600954286732,0.0003815906230535404,0.0,-0.0009204859507000031,-0.5517398631614466,-4.207717139545614,-28.53149101410869,0.0014999590025532616,0.0,-1.018020782109836,0.44298328825983563,899.2649394268157,-0.24431371385870526,28,-30.0
0.6000000000000002,-5.2274897833967486e-05,0.19428516427370843,0.0,3.788592011264228,9.037416988189051e-05,0.0,-0.0002868851028293207,0.25745855538435536,-4.0063968695114225,-28.795579797613314,0.0001665403420044406,0.0,0.05371869748509717,-0.341525898299784,900.6970173034158,0.8507071018629603,29,-30.0
0.6000000000000002,-6.850802220763685e-05,0.31910607828138554,0.0,3.941291845840418,0.00012558993201761126,0.0,-0.00038087897832860673,0.5791680888321112,-4.013256655988826,-28.777884835505652,0.0002789293532753681,0.0,-0.3277467141877616,0.9005756320331674,899.3400252269386,-0.3405431250082559,30,-30.0
0.6000000000000002,-3.857026942910395e-05,0.40049929379872,0.0,4.074651344179028,6.711305481754692e-05,0.0,-0.00021104680654934912,0.8154944730483065,-4.11370983839392,-28.790051049595963,0.00012403845901710225,0.0,0.44203744222635116,-0.6897729156281407,899.0024912696717,1.793727353829854,31,-30.0
0.6000000000000002,-2.74101214019796e-05,0.4200558572028505,0.0,4.085066504519032,5.70572253693058e-05,0.0,-0.00016014553494478106,0.8567332088528808,-4.11242289221323,-28.79822944806749,0.00011862248374101573,0.0,-0.6865220693466303,-0.1685458320893512,899.2860908435235,1.437746380292753,32,-30.0
0.6000000000000002,-2.2233449411015447e-05,0.44724180239593425,0.0,4.135224223189631,3.708834753624046e-05,0.0,-0.00011989132116307508,0.93599840603413,-4.152473229710928,-28.81318900687426,6.655226914692133e-05,0.0,-0.051868587490930596,-0.47126043163349807,899.8551561875964,1.4917874152560036,33,-30.0
0.6000000000000002,-1.8507132452719156e-05,0.4597438199293694,0.0,4.160399975963291,3.3912102632704944e-05,0.0,-0.00010273282638603648,0.9726983015101404,-4.171145820232947,-28.78381618931623,6.567956660637036e-05,0.0,0.3186802976267849,-0.1987767151652159,898.7138707684657,1.5356608455422842,34,-30.0
0.6000000000000002,-2.8972075329977502e-05,0.4905962996285311,0.0,4.239343735225045,5.106762392070863e-05,0.0,-0.00015859578334438408,1.0751607093479745,-4.25574856498828,-28.806971455941092,9.751798245409012e-05,0.0,0.4332826263197586,0.14863662001754935,899.4081264854901,1.359837603498383,35,-30.0
0.6000000000000002,-1.3808555919897634e-05,0.48300345770117825,0.0,4.183550906167714,2.664431739507478e-05,0.0,-7.80003061337265e-05,1.0280538287896253,-4.189253987341636,-28.79053457738229,5.609841255388629e-05,0.0,0.25704906114001197,-0.34508696094634994,899.1109096867269,1.415005594924911,36,-30.0
0.6000000000000002,-2.3137557033463605e-05,0.5052873686091601,0.0,4.235743043638898,4.280794420274958e-05,0.0,-0.00012844576159550919,1.0996426810169642,-4.2421683651157185,-28.810291211038123,8.977863364297779e-05,0.0,0.018839811177991217,0.1848743253239658,899.4866536298217,4.725890423431741,37,-30.0
